DateTimeUTC,temp_01ft,temp_05ft,temp_10ft,temp_40ft,temp_70ft
"2025-12-30 03:00:00","368.3599405"
"2025-12-30 03:15:00","55.25187","54.13465","54.2247","54.01102","53.90113"
"2025-12-30 03:15:00","368.36575983"
"2025-12-30 03:30:00","55.29155","54.17434","54.23233","54.00186","53.90876"
"2025-12-30 03:30:00","368.35921281"
"2025-12-30 03:45:00","55.21982","54.12091","54.23539","54.01102","53.88892"
"2025-12-30 03:45:00","368.35102889"
"2025-12-30 04:00:00","55.31902","54.13618","54.24455","54.03239","53.91029"
"2025-12-30 04:00:00","368.35248427"
"2025-12-30 04:15:00","55.27171","54.18502","54.24149","53.97287","53.87977"
"2025-12-30 04:15:00","368.35157452"
"2025-12-30 04:30:00","55.30529","54.13465","54.26439","53.94539","53.86145"
"2025-12-30 04:30:00","368.34411829"
"2025-12-30 04:45:00","55.23203","54.1484","54.23996","53.96523","53.85687"
"2025-12-30 04:45:00","368.34120862"
"2025-12-30 05:00:00","55.27477","54.13923","54.23233","53.97439","53.85382"
"2025-12-30 05:00:00","368.34957405"
"2025-12-30 05:15:00","55.27324","54.14381","54.23081","53.95913","53.8874"
"2025-12-30 05:15:00","368.34484598"
"2025-12-30 05:30:00","55.18777","54.14228","54.22623","53.99576","53.90876"
"2025-12-30 05:30:00","368.34357266"
"2025-12-30 05:45:00","55.25645","54.16976","54.22623","53.97439","53.88892"
"2025-12-30 05:45:00","368.34375472"
"2025-12-30 06:00:00","55.21829","54.1026","54.1896","53.99728","53.8874"
"2025-12-30 06:00:00","368.35121094"
"2025-12-30 06:15:00","55.18624","54.11023","54.18197","53.96523","53.8874"
"2025-12-30 06:15:00","368.34866485"
"2025-12-30 06:30:00","55.2534","54.11786","54.20181","53.93166","53.9225"
"2025-12-30 06:30:00","368.34502749"
"2025-12-30 06:45:00","55.24881","54.07207","54.21402","53.97134","53.85077"
"2025-12-30 06:45:00","368.35030174"
"2025-12-30 07:00:00","55.25187","54.11329","54.21555","53.94387","53.80651"
"2025-12-30 07:00:00","368.34302702"
"2025-12-30 07:15:00","55.20303","54.07665","54.18807","53.96371","53.84161"
"2025-12-30 07:15:00","368.34811922"
"2025-12-30 07:30:00","55.20761","54.14381","54.20181","53.93319","53.86755"
"2025-12-30 07:30:00","368.33538929"
"2025-12-30 07:45:00","55.17098","54.07055","54.20944","53.97592","53.85687"
"2025-12-30 07:45:00","368.33848046"
"2025-12-30 08:00:00","55.22898","54.0736","54.13923","53.93624","53.8874"
"2025-12-30 08:00:00","1397114.05888537"
"2025-12-30 08:00:00","368.34157219"
"2025-12-30 08:15:00","55.21677","54.09649","54.18655","53.94234","53.80956"
"2025-12-30 08:15:00","368.33866253"
"2025-12-30 08:30:00","55.14504","54.09801","54.13771","53.93776","53.87824"
"2025-12-30 08:30:00","368.34448241"
"2025-12-30 08:45:00","55.20303","54.07513","54.16671","53.94692","53.79582"
"2025-12-30 08:45:00","368.34157219"
"2025-12-30 09:00:00","55.19234","54.02629","54.13771","53.95913","53.83093"
"2025-12-30 09:00:00","368.34739153"
"2025-12-30 09:15:00","55.14961","54.08123","54.17434","53.91029","53.85229"
"2025-12-30 09:15:00","368.34266346"
"2025-12-30 09:30:00","55.16488","54.06597","54.16365","53.77446","53.84161"
"2025-12-30 09:30:00","368.33193344"
"2025-12-30 09:45:00","55.1145","54.00797","54.12245","53.90419","53.83551"
"2025-12-30 09:45:00","368.3355708"
"2025-12-30 10:00:00","55.14656","54.00186","54.11786","53.91945","53.86755"
"2025-12-30 10:00:00","368.34139068"
"2025-12-30 10:15:00","55.05193","53.98965","54.1255","53.89198","53.83703"
"2025-12-30 10:15:00","368.34029942"
"2025-12-30 10:30:00","55.1603","54.02324","54.15297","53.8935","53.78514"
"2025-12-30 10:30:00","368.34211782"
"2025-12-30 10:45:00","55.19693","54.0797","54.09649","53.91487","53.82788"
"2025-12-30 10:45:00","368.33720769"
"2025-12-30 11:00:00","55.08092","54.04002","54.14381","53.90876","53.78056"
"2025-12-30 11:00:00","368.34520955"
"2025-12-30 11:15:00","55.07635","54.02476","54.12855","53.88282","53.81719"
"2025-12-30 11:15:00","368.34648233"
"2025-12-30 11:30:00","55.11145","54.02629","54.08581","53.86145","53.81414"
"2025-12-30 11:30:00","368.35011969"
"2025-12-30 11:45:00","55.11755","53.97439","54.11176","53.89198","53.76835"
"2025-12-30 11:45:00","368.33684412"
"2025-12-30 12:00:00","55.15572","54.02781","54.1545","53.86908","53.79887"
"2025-12-30 12:00:00","368.34557313"
"2025-12-30 12:15:00","55.12671","54.05529","54.07055","53.87061","53.80193"
"2025-12-30 12:15:00","368.3339339"
"2025-12-30 12:30:00","55.07329","54.0156","54.10107","53.8645","53.77141"
"2025-12-30 12:30:00","368.34811922"
"2025-12-30 12:45:00","55.10229","53.98813","54.10107","53.87366","53.8004"
"2025-12-30 12:45:00","368.33247907"
"2025-12-30 13:00:00","55.07635","54.01102","54.08886","53.88129","53.77598"
"2025-12-30 13:00:00","368.34102656"
"2025-12-30 13:15:00","55.09924","53.99728","54.0446","53.87824","53.75767"
"2025-12-30 13:15:00","368.33102424"
"2025-12-30 13:30:00","55.14961","54.0034","54.05681","53.88282","53.75614"
"2025-12-30 13:30:00","368.34684645"
"2025-12-30 13:45:00","55.15725","53.99728","54.06444","53.85535","53.76225"
"2025-12-30 13:45:00","368.34011736"
"2025-12-30 14:00:00","55.07024","53.96523","54.09801","53.84466","53.78056"
"2025-12-30 14:00:00","368.34793771"
"2025-12-30 14:15:00","55.00004","54.01255","54.08428","53.85535","53.78056"
"2025-12-30 14:15:00","368.3390261"
"2025-12-30 14:30:00","55.07635","53.96982","54.09955","53.84008","53.74698"
"2025-12-30 14:30:00","368.34448241"
"2025-12-30 14:45:00","55.03514","53.95303","54.09801","53.81108","53.76225"
"2025-12-30 14:45:00","368.34539106"
"2025-12-30 15:00:00","55.10382","54.0034","54.06292","53.84314","53.74698"
"2025-12-30 15:00:00","368.33538929"
"2025-12-30 15:15:00","55.1084","54.02629","54.06444","53.83093","53.73935"
"2025-12-30 15:15:00","368.34175425"
"2025-12-30 15:30:00","55.10535","53.97897","54.07055","53.80193","53.72867"
"2025-12-30 15:30:00","368.34357266"
"2025-12-30 15:45:00","55.11908","54.00797","54.07055","53.80956","53.72256"
"2025-12-30 15:45:00","368.34448241"
"2025-12-30 16:00:00","55.08398","53.9866","54.02629","53.83093","53.65388"
"2025-12-30 16:00:00","368.33357033"
"2025-12-30 16:15:00","55.02598","53.9576","54.03086","53.76682","53.73019"
"2025-12-30 16:15:00","368.34229988"
"2025-12-30 16:30:00","55.02903","53.91639","54.07665","53.80346","53.71951"
"2025-12-30 16:30:00","368.3442998"
"2025-12-30 16:45:00","55.00767","53.97745","54.04307","53.78819","53.72409"
"2025-12-30 16:45:00","368.33538929"
"2025-12-30 17:00:00","55.0855","53.96218","54.02018","53.79735","53.69051"
"2025-12-30 17:00:00","368.34775565"
"2025-12-30 17:15:00","55.00004","53.96218","54.02171","53.78819","53.70578"
"2025-12-30 17:15:00","368.34448241"
"2025-12-30 17:30:00","55.00919","53.96982","54.02934","53.78362","53.66609"
"2025-12-30 17:30:00","368.34666438"
"2025-12-30 17:45:00","55.00919","53.93471","54.01255","53.78514","53.67525"
"2025-12-30 17:45:00","368.3408445"
"2025-12-30 18:00:00","55.05956","53.95303","53.89198","53.79887","53.67372"
"2025-12-30 18:00:00","368.34466337"
"2025-12-30 18:15:00","55.06108","53.93929","54.03239","53.75767","53.6951"
"2025-12-30 18:15:00","368.35412061"
"2025-12-30 18:30:00","55.06108","53.94234","54.0034","53.75003","53.67067"
"2025-12-30 18:30:00","368.35830305"
"2025-12-30 18:45:00","55.01682","53.94081","54.01102","53.7653","53.68135"
"2025-12-30 18:45:00","368.34993762"
"2025-12-30 19:00:00","55.05803","53.93319","54.0156","53.79277","53.58978"
"2025-12-30 19:00:00","368.36212247"
"2025-12-30 19:15:00","54.99698","53.97897","54.03849","53.78514","53.62793"
"2025-12-30 19:15:00","368.37012433"
"2025-12-30 19:30:00","55.0214","53.95608","54.01865","53.71341","53.66762"
"2025-12-30 19:30:00","368.3659419"
"2025-12-30 19:45:00","55.04124","53.96066","54.02324","53.7073","53.6722"
"2025-12-30 19:45:00","368.36976077"
"2025-12-30 20:00:00","55.05193","53.94997","53.98813","53.7424","53.69661"
"2025-12-30 20:00:00","368.37612628"
"2025-12-30 20:15:00","55.05346","53.98355","54.02934","53.7424","53.67067"
"2025-12-30 20:15:00","368.36466857"
"2025-12-30 20:30:00","55.05498","53.96066","54.02476","53.57452","53.63404"
"2025-12-30 20:30:00","368.37703548"
"2025-12-30 20:45:00","55.09924","53.96828","54.00491","53.73325","53.67677"
"2025-12-30 20:45:00","368.37794468"
"2025-12-30 21:00:00","55.01987","53.93929","54.01255","53.7424","53.64777"
"2025-12-30 21:00:00","368.3824912"
"2025-12-30 21:15:00","55.05956","53.8645","54.00645","53.74088","53.66151"
"2025-12-30 21:15:00","368.383764"
"2025-12-30 21:30:00","55.06719","53.95913","53.98355","53.74851","53.6432"
"2025-12-30 21:30:00","368.381582"
"2025-12-30 21:45:00","55.04277","53.90876","54.03849","53.78972","53.59741"
"2025-12-30 21:45:00","368.3852194"
"2025-12-30 22:00:00","55.05193","53.94844","54.00797","53.75003","53.62488"
"2025-12-30 22:00:00","368.37958213"
"2025-12-30 22:15:00","55.04888","53.91334","53.99271","53.71035","53.65999"
"2025-12-30 22:15:00","368.3864922"
"2025-12-30 22:30:00","54.99851","53.8996","53.99881","53.67983","53.63404"
"2025-12-30 22:30:00","368.3859471"
"2025-12-30 22:45:00","55.05193","53.92097","53.95455","53.78056","53.6081"
"2025-12-30 22:45:00","368.3841287"
"2025-12-30 23:00:00","55.00156","53.87824","53.98203","53.73477","53.6081"
"2025-12-30 23:00:00","368.3817641"
"2025-12-30 23:15:00","55.01225","53.90724","53.93929","53.75462","53.62641"
"2025-12-30 23:15:00","368.3877655"
"2025-12-30 23:30:00","54.96646","53.87366","53.98203","53.75156","53.64014"
"2025-12-30 23:30:00","368.383764"
"2025-12-30 23:45:00","54.94051","53.92403","53.96218","53.6951","53.61573"
"2025-12-30 23:45:00","368.37394375"
"2025-12-31 00:00:00","55.01072","53.8935","53.97439","53.68898","53.61267"
"2025-12-31 00:00:00","368.3932213"
"2025-12-31 00:15:00","54.9863","53.8645","53.9225","53.7012","53.5913"
"2025-12-31 00:15:00","368.3839461"
"2025-12-31 00:30:00","55.00309","53.88587","53.93929","53.70578","53.65846"
"2025-12-31 00:30:00","368.3824912"
"2025-12-31 00:45:00","54.93593","53.87061","53.8935","53.71035","53.60657"
"2025-12-31 00:45:00","368.3806728"
"2025-12-31 01:00:00","55.00156","53.87824","53.94234","53.71188","53.62641"
"2025-12-31 01:00:00","368.3835825"
"2025-12-31 01:15:00","54.88251","53.81566","53.93471","53.70272","53.59436"
"2025-12-31 01:15:00","368.37685397"
"2025-12-31 01:30:00","55.00462","53.88282","53.93471","53.73935","53.6142"
"2025-12-31 01:30:00","368.37867238"
"2025-12-31 01:45:00","54.92373","53.86603","53.92555","53.75308","53.62793"
"2025-12-31 01:45:00","368.3806728"
"2025-12-31 02:00:00","55.00462","53.89503","53.94387","53.7012","53.61267"
"2025-12-31 02:00:00","368.36503269"
"2025-12-31 02:15:00","55.01835","53.90571","53.95303","53.68441","53.64014"
"2025-12-31 02:15:00","368.37157972"
"2025-12-31 02:30:00","54.97256","53.89045","53.9576","53.71951","53.6203"
"2025-12-31 02:30:00","368.37721754"
"2025-12-31 02:45:00","54.97104","53.85687","53.9286","53.71341","53.62641"
"2025-12-31 02:45:00","368.36575983"
"2025-12-31 03:00:00","54.96951","53.84466","53.93471","53.71951","53.61878"
"2025-12-31 03:00:00","368.36776085"
"2025-12-31 03:15:00","55.00004","53.87366","53.94081","53.6951","53.60046"
"2025-12-31 03:15:00","368.36666904"
"2025-12-31 03:30:00","55.00309","53.85077","53.92708","53.69661","53.61267"
"2025-12-31 03:30:00","368.36048613"
"2025-12-31 03:45:00","54.91761","53.84008","53.94692","53.6783","53.61115"
"2025-12-31 03:45:00","368.36485063"
"2025-12-31 04:00:00","54.96341","53.84466","53.93166","53.67983","53.62488"
"2025-12-31 04:00:00","368.34721002"
"2025-12-31 04:15:00","54.95272","53.82177","53.92097","53.67067","53.58978"
"2025-12-31 04:15:00","368.37103408"
"2025-12-31 04:30:00","54.97867","53.80651","53.89655","53.67983","53.60352"
"2025-12-31 04:30:00","368.3668511"
"2025-12-31 04:45:00","54.96188","53.86603","53.93166","53.66457","53.60657"
"2025-12-31 04:45:00","368.35957692"
"2025-12-31 05:00:00","54.90693","53.85077","53.88435","53.64625","53.59741"
"2025-12-31 05:00:00","368.36485063"
"2025-12-31 05:15:00","54.96951","53.79887","53.91029","53.69051","53.58825"
"2025-12-31 05:15:00","368.36284961"
"2025-12-31 05:30:00","54.91914","53.84619","53.88129","53.66609","53.47989"
"2025-12-31 05:30:00","368.36976077"
"2025-12-31 05:45:00","54.91761","53.83398","53.91792","53.67372","53.57757"
"2025-12-31 05:45:00","368.35448418"
"2025-12-31 06:00:00","54.93135","53.82634","53.91182","53.69661","53.57605"
"2025-12-31 06:00:00","368.36466857"
"2025-12-31 06:15:00","54.87488","53.79277","53.8874","53.62183","53.55467"
"2025-12-31 06:15:00","368.36357786"
"2025-12-31 06:30:00","54.95425","53.81566","53.87977","53.66762","53.49973"
"2025-12-31 06:30:00","368.36194096"
"2025-12-31 06:45:00","54.96341","53.83398","53.91182","53.65694","53.59589"
"2025-12-31 06:45:00","368.35848567"
"2025-12-31 07:00:00","54.94204","53.77904","53.91334","53.69356","53.60046"
"2025-12-31 07:00:00","368.36412349"
"2025-12-31 07:15:00","54.93898","53.81108","53.8996","53.67372","53.6081"
"2025-12-31 07:15:00","368.36721521"
"2025-12-31 07:30:00","54.96188","53.8294","53.85992","53.68441","53.59283"
"2025-12-31 07:30:00","368.37212535"
"2025-12-31 07:45:00","54.94509","53.79582","53.89503","53.63404","53.54704"
"2025-12-31 07:45:00","368.35321141"
"2025-12-31 08:00:00","54.94967","53.79582","53.87672","53.67525","53.56231"
"2025-12-31 08:00:00","1398151.37383669"
"2025-12-31 08:00:00","368.35575751"
"2025-12-31 08:15:00","54.95119","53.85687","53.8874","53.63099","53.60046"
"2025-12-31 08:15:00","368.36321429"
"2025-12-31 08:30:00","54.93288","53.79582","53.89198","53.6432","53.58978"
"2025-12-31 08:30:00","368.36284961"
"2025-12-31 08:45:00","54.96341","53.79124","53.90571","53.61267","53.57605"
"2025-12-31 08:45:00","368.3617589"
"2025-12-31 09:00:00","54.94509","53.78972","53.88892","53.60352","53.5501"
"2025-12-31 09:00:00","368.34975611"
"2025-12-31 09:15:00","54.91304","53.80498","53.85382","53.61573","53.58062"
"2025-12-31 09:15:00","368.35793948"
"2025-12-31 09:30:00","54.95425","53.77751","53.88129","53.63709","53.37915"
"2025-12-31 09:30:00","368.36139534"
"2025-12-31 09:45:00","54.89625","53.78819","53.86145","53.67983","53.52721"
"2025-12-31 09:45:00","368.36612341"
"2025-12-31 10:00:00","54.95578","53.76225","53.87518","53.63099","53.56384"
"2025-12-31 10:00:00","368.35793948"
"2025-12-31 10:15:00","54.90236","53.80651","53.89808","53.65236","53.5791"
"2025-12-31 10:15:00","368.35921281"
"2025-12-31 10:30:00","54.87336","53.78209","53.86145","53.62336","53.52872"
"2025-12-31 10:30:00","368.36448706"
"2025-12-31 10:45:00","54.86877","53.78514","53.88282","53.62183","53.54094"
"2025-12-31 10:45:00","368.34793771"
"2025-12-31 11:00:00","54.85504","53.76072","53.86298","53.64014","53.53178"
"2025-12-31 11:00:00","368.35757591"
"2025-12-31 11:15:00","54.85809","53.78972","53.86145","53.63099","53.54552"
"2025-12-31 11:15:00","368.3608497"
"2025-12-31 11:30:00","54.85504","53.76225","53.8645","53.62183","53.54094"
"2025-12-31 11:30:00","368.36375937"
"2025-12-31 11:45:00","54.89014","53.78362","53.83245","53.60352","53.57605"
"2025-12-31 11:45:00","368.36375937"
"2025-12-31 12:00:00","54.87641","53.75156","53.68288","53.62336","53.56536"
"2025-12-31 12:00:00","368.36303223"
"2025-12-31 12:15:00","54.81078","53.77904","53.83551","53.6203","53.53789"
"2025-12-31 12:15:00","368.36194096"
"2025-12-31 12:30:00","54.88709","53.78056","53.80803","53.61267","53.53331"
"2025-12-31 12:30:00","368.35684877"
"2025-12-31 12:45:00","54.86725","53.7363","53.83856","53.61267","53.55315"
"2025-12-31 12:45:00","368.36885156"
"2025-12-31 13:00:00","54.81231","53.72256","53.83093","53.5913","53.54399"
"2025-12-31 13:00:00","368.3608497"
"2025-12-31 13:15:00","54.85962","53.74698","53.82788","53.57299","53.54094"
"2025-12-31 13:15:00","368.36121327"
"2025-12-31 13:30:00","54.87946","53.74698","53.72104","53.58062","53.5211"
"2025-12-31 13:30:00","368.36357786"
"2025-12-31 13:45:00","54.89625","53.76225","53.81871","53.5852","53.54552"
"2025-12-31 13:45:00","368.36194096"
"2025-12-31 14:00:00","54.89625","53.76072","53.85229","53.6142","53.52262"
"2025-12-31 14:00:00","368.36539626"
"2025-12-31 14:15:00","54.88709","53.75462","53.85077","53.60199","53.52721"
"2025-12-31 14:15:00","368.36485063"
"2025-12-31 14:30:00","54.90083","53.77904","53.85077","53.60657","53.51347"
"2025-12-31 14:30:00","368.37176123"
"2025-12-31 14:45:00","54.74973","53.74545","53.85229","53.6142","53.54247"
"2025-12-31 14:45:00","368.36412349"
"2025-12-31 15:00:00","54.86725","53.74545","53.88129","53.58368","53.49973"
"2025-12-31 15:00:00","368.37230741"
"2025-12-31 15:15:00","54.93288","53.78514","53.85077","53.6203","53.53636"
"2025-12-31 15:15:00","368.36048613"
"2025-12-31 15:30:00","54.88557","53.79735","53.82634","53.6142","53.53178"
"2025-12-31 15:30:00","368.36976077"
"2025-12-31 15:45:00","54.92219","53.77904","53.84924","53.61878","53.52872"
"2025-12-31 15:45:00","368.36048613"
"2025-12-31 16:00:00","54.88862","53.76682","53.84466","53.58825","53.51499"
"2025-12-31 16:00:00","368.36248605"
"2025-12-31 16:15:00","54.94051","53.79124","53.86908","53.58215","53.53026"
"2025-12-31 16:15:00","368.36303223"
"2025-12-31 16:30:00","54.94509","53.81871","53.85382","53.61115","53.54094"
"2025-12-31 16:30:00","368.36357786"
"2025-12-31 16:45:00","54.8932","53.77293","53.87824","53.63404","53.54399"
"2025-12-31 16:45:00","368.35321141"
"2025-12-31 17:00:00","54.95272","53.82329","53.89808","53.62946","53.51347"
"2025-12-31 17:00:00","368.37212535"
"2025-12-31 17:15:00","54.97104","53.8645","53.8584","53.64625","53.53789"
"2025-12-31 17:15:00","368.37594422"
"2025-12-31 17:30:00","54.94051","53.84924","53.91792","53.59283","53.41884"
"2025-12-31 17:30:00","368.3806728"
"2025-12-31 17:45:00","54.74362","53.84314","53.91182","53.57757","53.56536"
"2025-12-31 17:45:00","368.383764"
"2025-12-31 18:00:00","54.95272","53.81566","53.89808","53.6203","53.56231"
"2025-12-31 18:00:00","368.37430733"
"2025-12-31 18:15:00","54.98782","53.82024","53.8996","53.60046","53.56231"
"2025-12-31 18:15:00","368.37394375"
"2025-12-31 18:30:00","54.94814","53.82177","53.8996","53.63862","53.55773"
"2025-12-31 18:30:00","368.37703548"
"2025-12-31 18:45:00","54.88251","53.79124","53.89503","53.63862","53.54552"
"2025-12-31 18:45:00","368.37903595"
"2025-12-31 19:00:00","54.90236","53.7943","53.89045","53.63709","53.55926"
"2025-12-31 19:00:00","368.36976077"
"2025-12-31 19:15:00","54.92219","53.77598","53.89045","53.62946","53.5791"
"2025-12-31 19:15:00","368.37394375"
"2025-12-31 19:30:00","54.90693","53.81108","53.90571","53.63099","53.55773"
"2025-12-31 19:30:00","368.37976309"
"2025-12-31 19:45:00","54.80925","53.78819","53.86298","53.62641","53.54399"
"2025-12-31 19:45:00","368.37867238"
"2025-12-31 20:00:00","54.91914","53.76377","53.87213","53.63404","53.55773"
"2025-12-31 20:00:00","368.3823097"
"2025-12-31 20:15:00","54.90388","53.78667","53.89808","53.65388","53.52262"
"2025-12-31 20:15:00","368.37703548"
"2025-12-31 20:30:00","54.90388","53.80651","53.86145","53.63709","53.53331"
"2025-12-31 20:30:00","368.37321661"
"2025-12-31 20:45:00","54.92067","53.8294","53.86755","53.65083","53.51804"
"2025-12-31 20:45:00","368.37667191"
"2025-12-31 21:00:00","54.94814","53.76835","53.86908","53.61573","53.55315"
"2025-12-31 21:00:00","368.3866742"
"2025-12-31 21:15:00","54.92525","53.76377","53.86755","53.62488","53.54857"
"2025-12-31 21:15:00","368.3821277"
"2025-12-31 21:30:00","54.90236","53.80498","53.85535","53.63404","53.54399"
"2025-12-31 21:30:00","368.3906752"
"2025-12-31 21:45:00","54.90693","53.77446","53.88892","53.62946","53.56689"
"2025-12-31 21:45:00","368.3832189"
"2025-12-31 22:00:00","54.91761","53.76835","53.85077","53.65236","53.55621"
"2025-12-31 22:00:00","368.389766"
"2025-12-31 22:15:00","54.90998","53.78514","53.88282","53.63099","53.54704"
"2025-12-31 22:15:00","368.3823097"
"2025-12-31 22:30:00","54.92678","53.81719","53.87977","53.63557","53.54857"
"2025-12-31 22:30:00","368.3839461"
"2025-12-31 22:45:00","54.91456","53.70425","53.91945","53.62641","53.52415"
"2025-12-31 22:45:00","368.37739906"
"2025-12-31 23:00:00","54.90541","53.75919","53.87061","53.64167","53.51652"
"2025-12-31 23:00:00","368.3926756"
"2025-12-31 23:15:00","54.87794","53.80498","53.88892","53.64777","53.53636"
"2025-12-31 23:15:00","368.3895839"
"2025-12-31 23:30:00","54.91609","53.74545","53.85382","53.5501","53.53484"
"2025-12-31 23:30:00","368.3830369"
"2025-12-31 23:45:00","54.92067","53.77904","53.85535","53.61573","53.53484"
"2025-12-31 23:45:00","368.383764"
"2026-01-01 00:00:00","54.91914","53.76377","53.85687","53.63557","53.55621"
"2026-01-01 00:00:00","368.3835825"
"2026-01-01 00:15:00","54.92678","53.79887","53.88129","53.6142","53.50431"
"2026-01-01 00:15:00","368.3899475"
"2026-01-01 00:30:00","54.92373","53.77904","53.8645","53.63557","53.56384"
"2026-01-01 00:30:00","368.3904937"
"2026-01-01 00:45:00","54.90541","53.79124","53.88282","53.63099","53.58978"
"2026-01-01 00:45:00","368.383764"
"2026-01-01 01:00:00","54.91456","53.82329","53.87672","53.62183","53.55773"
"2026-01-01 01:00:00","368.3844923"
"2026-01-01 01:15:00","54.87946","53.76225","53.89045","53.54399","53.5211"
"2026-01-01 01:15:00","368.3895839"
"2026-01-01 01:30:00","54.86572","53.75767","53.83245","53.64625","53.52567"
"2026-01-01 01:30:00","368.3834004"
"2026-01-01 01:45:00","54.88862","53.75614","53.84314","53.61267","53.50889"
"2026-01-01 01:45:00","368.3821277"
"2026-01-01 02:00:00","54.87031","53.76835","53.82634","53.58825","53.51957"
"2026-01-01 02:00:00","368.3894024"
"2026-01-01 02:15:00","54.89472","53.79887","53.88129","53.61725","53.51347"
"2026-01-01 02:15:00","368.3868563"
"2026-01-01 02:30:00","54.87336","53.72867","53.80956","53.59436","53.56536"
"2026-01-01 02:30:00","368.3834004"
"2026-01-01 02:45:00","54.87183","53.77598","53.86908","53.61878","53.55162"
"2026-01-01 02:45:00","368.3839461"
"2026-01-01 03:00:00","54.88557","53.77141","53.79582","53.60046","53.49363"
"2026-01-01 03:00:00","368.3899475"
"2026-01-01 03:15:00","54.88099","53.79582","53.83856","53.59283","53.54094"
"2026-01-01 03:15:00","368.3906752"
"2026-01-01 03:30:00","54.88557","53.76682","53.83398","53.62488","53.51499"
"2026-01-01 03:30:00","368.3863107"
"2026-01-01 03:45:00","54.82452","53.75614","53.84466","53.59283","53.54552"
"2026-01-01 03:45:00","368.3904937"
"2026-01-01 04:00:00","54.90998","53.76835","53.84466","53.61878","53.52567"
"2026-01-01 04:00:00","368.3801272"
"2026-01-01 04:15:00","54.8932","53.73782","53.85535","53.60505","53.5501"
"2026-01-01 04:15:00","368.36557777"
"2026-01-01 04:30:00","54.85809","53.75614","53.83551","53.63709","53.52872"
"2026-01-01 04:30:00","368.3901295"
"2026-01-01 04:45:00","54.87794","53.75156","53.85535","53.59741","53.52872"
"2026-01-01 04:45:00","368.3888562"
"2026-01-01 05:00:00","54.85504","53.77293","53.86145","53.63557","53.56994"
"2026-01-01 05:00:00","368.3804908"
"2026-01-01 05:15:00","54.88099","53.79582","53.83551","53.56994","53.54704"
"2026-01-01 05:15:00","368.3844923"
"2026-01-01 05:30:00","54.90693","53.7943","53.84008","53.60657","53.50126"
"2026-01-01 05:30:00","368.3906752"
"2026-01-01 05:45:00","54.85962","53.77141","53.83856","53.55467","53.51652"
"2026-01-01 05:45:00","368.3892203"
"2026-01-01 06:00:00","54.84436","53.80803","53.83245","53.62336","53.52262"
"2026-01-01 06:00:00","368.3823097"
"2026-01-01 06:15:00","54.89777","53.7943","53.87366","53.57605","53.43716"
"2026-01-01 06:15:00","368.383764"
"2026-01-01 06:30:00","54.88404","53.75767","53.82634","53.60199","53.49057"
"2026-01-01 06:30:00","368.3874014"
"2026-01-01 06:45:00","54.84588","53.78056","53.83856","53.60046","53.53026"
"2026-01-01 06:45:00","368.3903116"
"2026-01-01 07:00:00","54.87641","53.78056","53.8294","53.62336","53.47989"
"2026-01-01 07:00:00","368.3901295"
"2026-01-01 07:15:00","54.8642","53.77141","53.85992","53.58978","53.53026"
"2026-01-01 07:15:00","368.3846738"
"2026-01-01 07:30:00","54.84436","53.75156","53.84772","53.62488","53.53331"
"2026-01-01 07:30:00","368.3899475"
"2026-01-01 07:45:00","54.89167","53.74088","53.87061","53.49515","53.54704"
"2026-01-01 07:45:00","368.37303455"
"2026-01-01 08:00:00","54.88099","53.77598","53.8645","53.5913","53.53941"
"2026-01-01 08:00:00","1400920.51182872"
"2026-01-01 08:00:00","368.3806728"
"2026-01-01 08:15:00","54.87031","53.78667","53.85687","53.5852","53.54094"
"2026-01-01 08:15:00","368.3915844"
"2026-01-01 08:30:00","54.92373","53.7943","53.83703","53.58673","53.51957"
"2026-01-01 08:30:00","368.3830369"
"2026-01-01 08:45:00","54.86877","53.76835","53.79887","53.56689","53.48752"
"2026-01-01 08:45:00","368.37612628"
"2026-01-01 09:00:00","54.86572","53.7073","53.82024","53.50889","53.51652"
"2026-01-01 09:00:00","368.3892203"
"2026-01-01 09:15:00","54.84283","53.7424","53.85077","53.57299","53.52567"
"2026-01-01 09:15:00","368.3886752"
"2026-01-01 09:30:00","54.86572","53.75462","53.84619","53.59589","53.53636"
"2026-01-01 09:30:00","368.383764"
"2026-01-01 09:45:00","54.86267","53.76072","53.85992","53.58978","53.51499"
"2026-01-01 09:45:00","368.3848558"
"2026-01-01 10:00:00","54.83978","53.7073","53.81566","53.62488","53.42953"
"2026-01-01 10:00:00","368.3874014"
"2026-01-01 10:15:00","54.89014","53.76682","53.83245","53.57146","53.53941"
"2026-01-01 10:15:00","368.3861286"
"2026-01-01 10:30:00","54.89777","53.7653","53.84008","53.62488","53.54094"
"2026-01-01 10:30:00","368.3806728"
"2026-01-01 10:45:00","54.72684","53.76225","53.82177","53.58062","53.52262"
"2026-01-01 10:45:00","368.37885389"
"2026-01-01 11:00:00","54.84283","53.73782","53.82024","53.57605","53.44021"
"2026-01-01 11:00:00","368.37939952"
"2026-01-01 11:15:00","54.8932","53.73172","53.79735","53.54399","53.50736"
"2026-01-01 11:15:00","368.37430733"
"2026-01-01 11:30:00","54.85046","53.73782","53.83551","53.6081","53.53331"
"2026-01-01 11:30:00","368.3866742"
"2026-01-01 11:45:00","54.85504","53.74698","53.82483","53.45395","53.52415"
"2026-01-01 11:45:00","368.37903595"
